newid,newtime,dgsvi,dlnprice,vol,dunc
Cotton,2012/9/28,-1.18,-5.341644,1.425705,-12.97911
Cotton,2012/10/5,-0.5999985,0.8704834,0.9289095,-18.39626
Cotton,2012/10/12,-9.900002,0.0149231,0.5375826,8.490783
Cotton,2012/10/19,7.150002,8.310699,2.37091,25.5563
Cotton,2012/10/26,1.099998,-6.798218,1.539135,-15.93446
Cotton,2012/11/2,-1.290001,-3.169617,1.053352,-15.58213
Cotton,2012/11/9,2.560001,-1.099762,0.5218491,6.502467
Cotton,2012/11/16,-2.560001,6.582397,1.206154,26.94154
Cotton,2012/11/23,12.8,-1.916443,0.9588047,-32.18211
Cotton,2012/11/30,-3.200001,1.296173,1.297338,-1.826972
Cotton,2012/12/7,-20.27,-0.5368347,0.8477247,-3.273517
Cotton,2012/12/14,-7.74,2.229858,1.027815,-0.7315278
Cotton,2012/12/21,-2.15,1.538788,0.4966344,5.96472
Cotton,2012/12/28,-3.870001,0.5309753,0.816865,-12.82218
Cotton,2013/1/4,6.450001,-0.9240112,0.8106228,2.942175
Cotton,2013/1/11,10.75,-0.3381042,0.7216359,0.312686
Cotton,2013/1/18,0.8599987,3.153259,1.116496,6.516862
Cotton,2013/1/25,-0.4300003,5.700623,1.384289,26.10326
Cotton,2013/2/1,0.3600006,0.0129395,1.783564,-23.46915
Cotton,2013/2/8,0,-1.956238,0.7151582,-4.382139
Cotton,2013/2/15,1.080002,0.4074097,1.393973,16.40488
Cotton,2013/2/22,4.859997,0.8749695,0.9958369,5.947667
Cotton,2013/3/1,-3.779999,3.349854,1.949756,-9.007812
Cotton,2013/3/8,4.32,1.695587,0.6768399,-16.40896
Cotton,2013/3/15,3.240002,5.636139,1.122243,27.9595
Cotton,2013/3/22,-5.400002,-2.844452,1.660531,-10.25214
Cotton,2013/3/29,-8.639999,0.1321411,1.158771,-2.039975
Cotton,2013/4/5,4.860001,0.4073792,1.179161,18.00947
Cotton,2013/4/12,6.489998,-4.113098,4.037071,14.77878
Cotton,2013/4/19,1.18,-0.0249329,1.922732,-24.98801
Cotton,2013/4/26,-1.18,-2.485748,1.227114,-4.578567
Cotton,2013/5/3,-3.369999,3.057404,2.859035,13.21045
Cotton,2013/5/10,-3.959999,2.737885,0.4609653,-32.15883
Cotton,2013/5/17,9.899998,-2.292786,0.9926208,2.601349
Cotton,2013/5/24,1.980003,-4.827209,1.110684,6.669128
Cotton,2013/5/31,-7.920002,-1.921509,0.3887267,-3.193659
Cotton,2013/6/7,1.23,6.514069,1.782441,20.15836
Cotton,2013/6/14,-5.099998,7.936707,0.9104303,10.63316
Cotton,2013/6/21,-9.690001,-7.357208,2.113908,-12.17415
Cotton,2013/6/28,-1.530001,0.5272522,1.677944,-1.443827
Cotton,2013/7/5,-0.7199993,1.2276,0.6892251,-9.30202
Cotton,2013/7/12,0.539999,-2.408569,1.30154,10.8882
Cotton,2013/7/19,0.5400009,0,0.8338814,-18.9553
Cotton,2013/7/26,-1.889999,1.58371,0.8761976,-3.706592
Cotton,2013/8/2,-1.550001,-0.3171997,0.7708723,-3.535968
Cotton,2013/8/9,3.280001,4.105682,1.511385,9.00178
Cotton,2013/8/16,0,2.455811,0.9230087,20.51785
Cotton,2013/8/23,6.559999,-8.885437,3.226003,18.42076
Cotton,2013/8/30,2.870001,-0.0875854,1.01703,-53.19512
Cotton,2013/9/6,0.1599998,-1.12027,0.4246234,-5.21788
Cotton,2013/9/13,3.18,4.225891,0.5487252,3.036731
Cotton,2013/9/20,3.18,-1.049042,0.8753421,14.84308
Cotton,2013/9/27,3.709999,-0.1472778,0.3520859,-10.86924
Cotton,2013/10/4,-10.25,2.904724,1.041218,-11.00421
Cotton,2013/10/11,2,0,0,1.790035
Cotton,2013/10/18,0.5,-4.66391,2.085773,57.12408
Cotton,2013/10/25,2.5,-4.473022,1.044127,-48.35771
Cotton,2013/11/1,-7.059999,-1.051147,0.2645128,-13.22372
Cotton,2013/11/8,10.08,-1.839539,1.263347,-3.404158
Cotton,2013/11/15,-3.360001,-0.6207886,1.157574,6.229806
Cotton,2013/11/22,3.920002,1.036987,0.6271293,-9.840178
Cotton,2013/11/29,-3.920002,0.1338806,1.233351,1.602751
Cotton,2013/12/6,-6.039999,1.064697,0.845282,12.83087
Cotton,2013/12/13,-8.880001,5.561249,1.043742,0.9047151
Cotton,2013/12/20,-5.55,0.2001648,0.3789162,-12.76897
Cotton,2013/12/27,-5.549999,-0.3003845,0.8489975,0.8972168
Cotton,2014/1/3,8.259999,0.7990112,0.9482932,-3.345311
Cotton,2014/1/10,7.6,-1.276459,1.274827,12.41844
Cotton,2014/1/17,0,3.781494,0.8556663,-12.73351
Cotton,2014/1/24,4,1.325165,0.8350323,6.137914
Cotton,2014/1/31,-3.6,-1.288788,1.763082,10.81769
Cotton,2014/2/7,7.4,0.4113464,0.7192477,-8.362776
Cotton,2014/2/14,2.650002,1.533508,1.037236,-0.0483096
Cotton,2014/2/21,5.829998,-1.678497,0.8815547,14.32078
Cotton,2014/2/28,-6.889999,0.2776794,1.757693,11.86982
Cotton,2014/3/7,-0.75,4.329803,1.760784,9.806913
Cotton,2014/3/14,0,0.1845398,0.506194,-40.23713
Cotton,2014/3/21,0,0.4943542,0.6919383,17.51562
Cotton,2014/3/28,2.040001,-0.0573425,2.969322,17.88924
Cotton,2014/4/4,-2.940001,-2.309906,0.8950746,-9.956158
Cotton,2014/4/11,-6.9,-2.076355,2.063987,0.758934
Cotton,2014/4/18,-8.280001,2.381195,1.270039,-25.81534
Cotton,2014/4/25,12.88,0.8045349,0.6933321,-4.289288
Cotton,2014/5/2,-2.780001,1.154602,1.18217,9.39604
Cotton,2014/5/9,1.24,-1.363861,3.410622,51.13267
Cotton,2014/5/16,4.960001,-3.120453,0.3984106,-58.80177
Cotton,2014/5/23,4.959999,-2.405945,0.6845459,9.441769
Cotton,2014/5/30,-2.48,-1.849487,1.352558,-13.97144
Cotton,2014/6/6,-3.620001,-0.9440613,0.9105518,19.03372
Cotton,2014/6/13,-5.199999,0.1137695,1.357617,30.03698
Cotton,2014/6/20,-8.84,-0.9647217,2.634377,-11.73565
Cotton,2014/6/27,2.08,-3.702942,1.489925,-1.809627
Cotton,2014/7/4,-5.72,-3.200928,0.5583641,-9.598673
Cotton,2014/7/11,-0.2600002,-3.9729,1.359287,4.75021
Cotton,2014/7/18,2.86,-0.4561157,0.3356487,-31.56964
Cotton,2014/7/25,-2.599999,-3.370453,1.592858,51.17819
Cotton,2014/8/1,3.44,-6.32785,1.097279,-21.73797
Cotton,2014/8/8,1.9,0.9867859,1.361698,-9.664928
Cotton,2014/8/15,-0.3799992,-0.6253967,1.366989,-0.8237481
Cotton,2014/8/22,7.219999,3.286072,1.274332,3.378469
Cotton,2014/8/29,-0.3799992,0.9666138,1.042318,-10.91325
Cotton,2014/9/5,4.76,-1.912048,1.088554,6.490904
Cotton,2014/9/12,-1.530001,6.480682,1.337524,24.69433
Cotton,2014/9/19,2.550001,-7.838104,1.642645,12.75412
Cotton,2014/9/26,-2.040001,-5.293732,1.292286,-33.57403
Cotton,2014/10/3,-2.58,1.511353,0.8445193,4.519296
Cotton,2014/10/10,2.25,2.940216,1.567087,-10.71322
Cotton,2014/10/17,0.4500008,-0.9283447,0.3309461,-0.5813718
Cotton,2014/10/24,0,-0.5389099,0.5933422,-1.353621
Cotton,2014/10/31,-3.6,1.37323,1.11383,-6.29713
Cotton,2014/11/7,8.460001,-2.749451,1.155929,1.577187
Cotton,2014/11/14,-1.620003,-6.352936,1.925815,20.75351
Cotton,2014/11/21,-1.619999,-1.45282,0.4099224,-14.60696
Cotton,2014/11/28,0,2.171387,0.5784249,-1.472002
Cotton,2014/12/5,-6.119999,0.7303467,0.9683951,-3.372514
Cotton,2014/12/12,-8.400002,0.4895935,1.238762,11.56852
Cotton,2014/12/19,-7.699999,0.4033508,1.07528,-9.862036
Cotton,2014/12/26,-1.05,1.778778,0.7364599,-8.140236
Cotton,2015/1/2,3.17,-2.671722,1.309501,18.51526
Cotton,2015/1/9,5.78,0.1015015,1.114309,-18.19699
Cotton,2015/1/16,1.02,-1.17337,1.365236,7.784092
Cotton,2015/1/23,3.74,-2.82785,0.969662,2.502882
Cotton,2015/1/30,0,2.86203,1.165273,-5.651814
Cotton,2015/2/6,5.959999,3.379333,1.062411,1.952791
Cotton,2015/2/13,-3.519999,1.101532,0.8292528,5.205602
Cotton,2015/2/20,4.4,2.948273,1.162169,5.778199
Cotton,2015/2/27,0.4400005,0.3644714,0.7336049,-15.03942
Cotton,2015/3/6,4.959999,-3.247345,0.7891207,3.807396
Cotton,2015/3/13,-3,-3.086365,1.379126,10.76633
Cotton,2015/3/20,-0.5,2.988251,1.902712,18.088
Cotton,2015/3/27,-4,0.3265991,1.150013,-2.687764
Cotton,2015/4/3,-6.219999,0.6013794,1.41844,-12.19546
Cotton,2015/4/10,10.92,3.893402,1.330624,-5.224478
Cotton,2015/4/17,3.119999,-3.408447,0.7232927,-11.89514
Cotton,2015/4/24,3.119999,2.437408,2.046179,35.76536
Cotton,2015/5/1,-15.12,3.236328,0.6405159,-38.95248
Cotton,2015/5/8,8.68,-3.598969,0.8578625,10.63218
Cotton,2015/5/15,-1.24,1.613831,1.112064,7.622605
Cotton,2015/5/22,12.4,-3.963104,1.156263,-12.02794
Cotton,2015/5/29,-4.959999,0.917511,1.092267,4.446602
Cotton,2015/6/5,-2.52,1.352753,1.389105,18.04348
Cotton,2015/6/12,-4.59,-2.496918,1.460065,-1.600474
Cotton,2015/6/19,0.5100002,2.180267,1.225605,-9.85322
Cotton,2015/6/26,-14.28,-1.116241,1.089725,20.434
Cotton,2015/7/3,3.440001,3.125732,2.438659,-8.739453
Cotton,2015/7/10,-5.46,-2.885498,0.8640185,-25.89268
Cotton,2015/7/17,1.04,0.1758118,0.8841476,-7.706359
Cotton,2015/7/24,-2.860001,0.1755066,0.4335281,-3.148717
Cotton,2015/7/31,1.3,-3.66922,1.019164,8.607963
Cotton,2015/8/7,2.670001,1.623901,0.6745112,26.30654
Cotton,2015/8/14,0.6999989,3.438416,3.09978,21.25092
Cotton,2015/8/21,4.550001,0.9076843,0.7649639,-12.92834
Cotton,2015/8/28,1.4,-5.179352,2.700714,3.317869
Cotton,2015/9/4,6.299999,-1.072205,0.2860705,-33.78628
Cotton,2015/9/11,5.879999,0.8915405,0.1981878,8.1833
Cotton,2015/9/18,1.470001,-1.040894,0.9657875,-0.6196797
Cotton,2015/9/25,0,-2.983795,1.361643,-10.81021
Cotton,2015/10/2,-6.389999,0.5971375,0.4724131,-1.893026
Cotton,2015/10/9,-1.380001,2.187164,1.165495,12.19526
Cotton,2015/10/16,4.600002,2.595398,1.782604,10.23707
Cotton,2015/10/23,-0.920002,-1.075958,1.122298,-5.477035
Cotton,2015/10/30,-0.9200001,0,0,-15.93412
Cotton,2015/11/6,-1.85,-1.021423,1.023976,-3.896698
Cotton,2015/11/13,0.6100006,0,0.1849047,6.241277
Cotton,2015/11/20,1.219999,1.642334,0.4715366,2.059239
Cotton,2015/11/27,-4.269999,0.6818237,1.199529,10.9423
Cotton,2015/12/4,2.549999,0.64505,1.367944,0.8841217
Cotton,2015/12/11,-7,0.2568665,1.123976,-18.39153
Cotton,2015/12/18,-5,-0.95047,0.1702233,12.21871
Cotton,2015/12/25,-5,-0.4867859,0.6909963,-9.551435
Cotton,2016/1/1,2.2,1.83728,0.7688676,5.005109
Cotton,2016/1/8,8.8,-3.708954,0.7633117,10.97505
Cotton,2016/1/15,-1.200001,0.6113281,0.3597991,-13.40835
Cotton,2016/1/22,1.6,0.5257263,0.9820369,4.086262
Cotton,2016/1/29,-0.7999992,-1.153625,0.9991291,24.17299
Cotton,2016/2/5,6.639999,-2.076782,1.555224,8.810067
Cotton,2016/2/12,0,-2.640747,0.7532905,-8.400517
Cotton,2016/2/19,5.280001,1.277649,0.6592667,-21.77867
Cotton,2016/2/26,-1.920002,-3.491364,0.7835639,0.7588625
Cotton,2016/3/4,-3.989998,-2.245667,0.9625581,-5.701155
Cotton,2016/3/11,5.169998,0.6158142,0.7921869,-6.454438
Cotton,2016/3/18,-7.049999,2.514191,0.8599828,11.6343
Cotton,2016/3/25,-8.93,-1.240295,1.211866,0.0560045
Cotton,2016/4/1,7.210001,0.9757996,0.7179611,10.29782
Cotton,2016/4/8,7.65,0.7388,0.5819981,-17.56089
Cotton,2016/4/15,0.5099983,2.594849,1.369444,22.05192
Cotton,2016/4/22,1.02,4.800934,1.564503,25.63156
Cotton,2016/4/29,-3.569998,0.4222717,0.3128822,-49.18218
Cotton,2016/5/6,-3.02,-1.48587,1.026274,0.0205159
Cotton,2016/5/13,9.749998,-2.768677,0.7509885,5.417925
Cotton,2016/5/20,8.450001,0.5228882,1.226304,9.135753
Cotton,2016/5/27,-11.7,5.227692,1.224404,9.010225
Cotton,2016/6/3,-4.739998,-2.489594,0.5967675,-18.38714
Cotton,2016/6/10,-9.68,3.774628,1.415072,-7.645101
Cotton,2016/6/17,1.76,-2.586761,1.096214,27.83775
Cotton,2016/6/24,-7.92,2.539459,2.447822,12.79885
Cotton,2016/7/1,3.52,-0.7916565,1.781708,3.20847
Cotton,2016/7/8,-3.52,1.043671,0.3603874,-23.79074
Cotton,2016/7/15,-0.8800001,9.14325,1.844184,24.32403
Cotton,2016/7/22,0.2199993,-1.021759,1.018038,-26.22459
Cotton,2016/7/29,0.4400005,0.3651123,1.239443,2.486837
Cotton,2016/8/5,1.2,4.05191,1.219978,34.27439
Cotton,2016/8/12,0.9300003,-6.434998,1.854924,-1.478934
Cotton,2016/8/19,2.17,-4.057678,1.435146,-35.72233
Cotton,2016/8/26,0.6199989,-0.9614258,0.9157312,-20.47481
Cotton,2016/9/2,2.780001,0.5419312,2.314509,33.98042
Cotton,2016/9/9,4.4,2.168182,1.132758,-14.47768
Cotton,2016/9/16,-5.199999,-1.345856,1.555448,2.633458
Cotton,2016/9/23,6,4.455536,1.527197,-2.356887
Cotton,2016/9/30,-2.800001,-5.20282,1.029862,8.904827
Cotton,2016/10/7,4.85,-0.2403259,1.388323,-10.71845
Cotton,2016/10/14,0.8999996,2.348175,1.394446,19.02824
Cotton,2016/10/21,-4.049999,0.6734009,1.330359,-23.14318
Cotton,2016/10/28,3.6,-0.4093628,0.7335322,-2.09927
Cotton,2016/11/4,7.82,-1.356964,2.087724,-4.349798
Cotton,2016/11/11,-2.799999,0.5922546,0.4866081,-0.887841
Cotton,2016/11/18,3.919998,5.597656,1.185394,2.601886
Cotton,2016/11/25,-5.040001,-1.405701,0.308336,-15.37161
Cotton,2016/12/2,1.400002,-0.9672852,0.8463659,2.013004
Cotton,2016/12/9,-18.2,0.7405396,0.3230232,6.481788
Cotton,2016/12/16,-1.4,0.4530029,0.8973776,15.52303
Cotton,2016/12/23,-5.599999,-2.63324,1.215322,-10.37575
Cotton,2016/12/30,-1.400001,0.4196472,0.4680749,7.997889
Cotton,2017/1/6,12.69,5.1091,1.421887,-4.897362
Cotton,2017/1/13,5.549999,-2.726166,0.725621,-20.12282
Cotton,2017/1/20,2.59,0.4080811,0.2804792,5.467743
Cotton,2017/1/27,-1.48,1.878052,1.270918,11.19778
Cotton,2017/2/3,2.17,2.073181,0.972696,-3.96142
Cotton,2017/2/10,2.199999,-1.195007,0.5018135,1.891464
Cotton,2017/2/17,-2.639999,-0.355835,0.5680339,-6.966937
Cotton,2017/2/24,-1.76,-0.756897,0.8505473,-0.6490827
Cotton,2017/3/3,4.610003,1.54892,0.9281081,9.158766
Cotton,2017/3/10,3.179996,1.578888,0.9910194,-10.08539
Cotton,2017/3/17,-1.59,0.5341187,0.669354,-2.709868
Cotton,2017/3/24,3.710003,-1.151917,0.7109387,0.6593734
Cotton,2017/3/31,-0.5300026,-1.301697,0.5529916,22.54867
Cotton,2017/4/7,-10.31,-1.943146,1.368644,-1.897633
Cotton,2017/4/14,-6.110001,1.929504,1.42109,2.154225
Cotton,2017/4/21,10.34,4.196777,1.070857,-8.250022
Cotton,2017/4/28,-1.41,-1.836121,0.9756791,7.31954
Cotton,2017/5/5,-2.16,0.7967224,0.5906622,-2.387947
Cotton,2017/5/12,1.83,0.5407715,2.258771,53.87743
Cotton,2017/5/19,1.219999,0.7078247,3.446353,-21.26762
Cotton,2017/5/26,-6.1,-2.808105,0.8953131,-37.19423
Cotton,2017/6/2,25.6,0.7361145,0.4802412,-9.252754
Cotton,2017/6/9,-20.5,-1.613159,0.8457513,17.47996
Cotton,2017/6/16,-8,-6.552368,0.589792,12.27
Cotton,2017/6/23,-2,-5.166656,0.9265305,-4.747576
Cotton,2017/6/30,-4,1.527222,0.945821,-12.27915
Cotton,2017/7/7,4,0.5536804,1.526351,10.69806
Cotton,2017/7/14,0.5200005,-2.294464,1.491125,3.776157
Cotton,2017/7/21,-2.08,1.845764,1.428887,-19.34007
Cotton,2017/7/28,1.559999,1.117981,1.1146,9.768099
Cotton,2017/8/4,1.379999,1.835999,0.6619122,-18.42258
Cotton,2017/8/11,-1.439999,-2.609802,1.654525,28.30271
Cotton,2017/8/18,0.7199993,-2.388611,0.9165378,-12.98641
Cotton,2017/8/25,5.040001,4.341339,0.5023205,-9.957409
Cotton,2017/9/1,1.019999,2.602814,0.6600764,2.312261
Cotton,2017/9/8,7.820002,3.946198,1.797492,29.35275
Cotton,2017/9/15,-5.980001,-7.166229,1.897525,-25.31656
Cotton,2017/9/22,0.9200001,-1.410217,0.6330577,-7.930493
Cotton,2017/9/29,3.220001,0.8188782,0.7953045,-0.1722217
Cotton,2017/10/6,-4.75,-0.8487854,1.047194,11.18574
Cotton,2017/10/13,0.4499989,-1.097687,0.7536738,10.22083
Cotton,2017/10/20,4.949999,-1.370087,0.4400556,13.78743
Cotton,2017/10/27,-1.799999,2.078186,2.020997,-23.52483
Cotton,2017/11/3,0.2200012,0.7180176,0.7065812,-6.884521
Cotton,2017/11/10,9.540001,0.6092834,0.9135218,-2.599448
Cotton,2017/11/17,-2.120003,0.1628113,0.3325965,5.689591
Cotton,2017/11/24,3.18,1.977081,1.069004,-0.284332
Cotton,2017/12/1,-18.07,2.421143,1.114931,-4.087079
Cotton,2017/12/8,0.6800003,2.170197,0.8997197,12.50368
Cotton,2017/12/15,-2.379999,1.279877,1.22305,-0.0994503
Cotton,2017/12/22,-11.9,3.414307,1.343921,17.2228
Cotton,2017/12/29,6.8,0.9077148,1.00334,-17.8481
Cotton,2018/1/5,6.18,0.4573059,1.0037,-0.503546
Cotton,2018/1/12,4.940001,4.149445,1.925147,16.047
Cotton,2018/1/19,3.039999,0.4243164,0.9132482,-38.0059
Cotton,2018/1/26,-5.700001,-3.021515,0.8115939,19.61871
Cotton,2018/2/2,-2.059999,-4.287781,1.571143,6.049609
Cotton,2018/2/9,4.5,-0.5373535,0.6289139,-15.45965
Cotton,2018/2/16,-2.25,-1.807739,0.4168848,8.893549
Cotton,2018/2/23,0.8999996,3.794861,1.360536,22.37902
Cotton,2018/3/2,11.79,3.694275,1.353369,-6.765741
Cotton,2018/3/9,-1.080002,4.369904,2.851172,17.57407
Cotton,2018/3/16,-1.619999,-2.018036,0.8165498,-29.55754
Cotton,2018/3/23,1.619999,-1.996155,1.899831,-17.01232
Cotton,2018/3/30,-12.42,-0.8148804,0.9385709,3.821313
Cotton,2018/4/6,9.329998,0.8275452,2.355507,31.70172
Cotton,2018/4/13,-3.569998,1.184784,0.387927,-27.60579
Cotton,2018/4/20,1.530001,-1.007416,0.5889319,26.70078
Cotton,2018/4/27,1.02,1.930359,2.528819,-3.009588
Cotton,2018/5/4,-4.550001,-0.5103149,0.6228432,-31.4269
Cotton,2018/5/11,2.75,0.1994629,1.057459,7.560748
Cotton,2018/5/18,-1.65,0.8926392,0.6699212,14.61827
Cotton,2018/5/25,3.849998,2.342133,1.269275,3.575897
Cotton,2018/6/1,-8.759998,6.364136,2.063559,-1.606339
Cotton,2018/6/8,-1.85,1.024292,2.172023,17.9531
Cotton,2018/6/15,-5.18,0.3130493,1.011274,-8.568769
Cotton,2018/6/22,-4.440001,-9.281281,1.738924,-24.3289
Cotton,2018/6/29,-0.3699999,-0.8981934,0.9772871,-9.711761
Cotton,2018/7/6,-1.059999,-1.833527,0.8320625,22.74008
Cotton,2018/7/13,2.9,7.011658,3.157556,15.93275
Cotton,2018/7/20,2.320001,-1.311218,0.4252593,-34.30375
Cotton,2018/7/27,4.059999,1.451965,0.7051768,3.093308
Cotton,2018/8/3,8.09,-0.5287781,1.010803,1.264226
Cotton,2018/8/10,-5.32,-1.67511,0.432359,11.30014
Cotton,2018/8/17,-2.66,-6.342896,2.057415,-1.293474
Cotton,2018/8/24,8.359999,-0.5119019,1.032286,-6.49668
Cotton,2018/8/31,-0.7600002,0.9830933,1.089726,-6.400812
Cotton,2018/9/7,-3.869999,-1.330109,0.7171531,0.792402
Cotton,2018/9/14,1.639999,0.3085327,1.545471,13.47762
Cotton,2018/9/21,-1.23,-4.087036,1.649535,-1.758248
Cotton,2018/9/28,2.049999,-0.9133606,0.884811,-2.692914
Cotton,2018/10/5,-1.99,-2.348236,0.8441169,-12.05059
Cotton,2018/10/12,4.9,3.221497,1.00361,18.45902
Cotton,2018/10/19,2.940001,-0.6037598,0.4416226,8.823013
Cotton,2018/10/26,-4.41,0.9642334,2.594382,9.478796
Cotton,2018/11/2,3.950001,-0.039978,1.620219,-1.72739
Cotton,2018/11/9,6.889999,-0.9377136,1.527534,-18.51332
Cotton,2018/11/16,0.5299988,-2.397278,1.490323,-12.50608
Cotton,2018/11/23,-4.239998,2.08725,1.106083,-1.790494
Cotton,2018/11/30,0,-0.0405273,0.8958084,-10.39633
Cotton,2018/12/7,-13.29,2.164429,0.6118551,-1.428747
Cotton,2018/12/14,-4.549999,-0.902832,0.3575844,6.990025
Cotton,2018/12/21,-2.800001,-5.976654,0.9478127,21.65318
Cotton,2018/12/28,-4.9,-4.340332,1.428737,-9.459585
Cotton,2019/1/4,6.15,-1.835449,0.9318084,-1.325977
Cotton,2019/1/11,7.4,2.996826,1.596863,5.145282
Cotton,2019/1/18,1.110001,1.767395,0.7904024,-6.922942
Cotton,2019/1/25,-0.7399998,0.3440247,0.9795043,-0.8450329
Cotton,2019/2/1,-3.35,-1.165894,0.5996185,3.250599
Cotton,2019/2/8,-1.959999,-1.590698,0.9786598,-5.749273
Cotton,2019/2/15,1.469999,-2.683533,1.69854,-7.235211
Cotton,2019/2/22,6.860001,1.722778,0.5534186,3.419894
Cotton,2019/3/1,2.199999,1.342499,1.403082,25.64107
Cotton,2019/3/8,-3.99,-0.5289612,1.503059,-4.941052
Cotton,2019/3/15,25.65,1.288086,1.303932,-16.99549
Cotton,2019/3/22,-15.96,4.103119,1.126247,16.17529
Cotton,2019/3/29,2.279999,0.764801,0.3420269,-9.398145
Cotton,2019/4/5,-2.939999,0.8277283,0.6919994,-11.78734
Cotton,2019/4/12,-0.5100021,-0.1925354,1.31839,22.785
Cotton,2019/4/19,-9.179998,0.2200012,2.100613,-5.448204
Cotton,2019/4/26,10.71,-0.7859497,1.010554,-8.994555
Cotton,2019/5/3,1.700001,-3.278503,0.8636201,23.7025
Cotton,2019/5/10,0,-5.015747,1.08522,12.82579
Cotton,2019/5/17,7.48,-8.192444,4.621083,2.001554
Cotton,2019/5/24,1.360001,2.562408,1.497393,-17.66801
Cotton,2019/5/31,-10.2,1.672485,0.4846771,-6.35913
Cotton,2019/6/7,-2.540001,-5.450195,2.23437,47.14187
Cotton,2019/6/14,-2,2.028198,0.8527257,-56.22766
Cotton,2019/6/21,-2,-4.537964,1.343697,-5.609059
Cotton,2019/6/28,-0.5,1.71347,1.316896,3.780198
Cotton,2019/7/5,-5.690001,0.8128052,0.5431749,6.186295
Cotton,2019/7/12,0,-6.624695,1.622052,0.764811
Cotton,2019/7/19,1.85,0.1763611,2.354849,9.489232
Cotton,2019/7/26,4.440001,3.446533,0.4748084,-7.733262
Cotton,2019/8/2,1.139999,-8.859131,3.092598,57.12408
Cotton,2019/8/9,2.65,1.109894,1.366808,-32.5699
Cotton,2019/8/16,0.5299988,1.895111,2.200914,-13.05034
Cotton,2019/8/23,6.360001,-3.545898,1.31182,-22.41018
Cotton,2019/8/30,-6.889999,2.529907,1.044994,-7.135945
Cotton,2019/9/6,-6.33,-0.5852356,0.9511284,-1.420659
Cotton,2019/9/13,-1.32,6.04953,2.226316,45.77564
Cotton,2019/9/20,9.24,0.0517883,1.449997,-39.94701
Cotton,2019/9/27,12.54,0.653595,0.7699512,-7.149053
Cotton,2019/10/4,-7.049999,0.819519,0.2091078,-8.232379
Cotton,2019/10/11,-3.990002,3.688995,2.124037,52.60823
Cotton,2019/10/18,0,2.075958,0.8363566,-40.55495
Cotton,2019/10/25,1.709999,-0.4182129,0.6195151,-3.258282
Cotton,2019/11/1,-1.649998,-1.085815,1.274584,19.97948
Cotton,2019/11/8,7.540001,0.4552307,1.135653,-7.82085
Cotton,2019/11/15,-8.120003,0.1296692,0.6513568,-9.279084
Cotton,2019/11/22,8.700001,-2.792572,1.275081,24.59935
Cotton,2019/11/29,-1.740002,1.027527,0.8699813,-29.42271
Cotton,2019/12/6,-11.87,1.391754,1.497878,19.08502
Cotton,2019/12/13,1.350002,1.404724,1.235712,-4.940945
Cotton,2019/12/20,-14.4,1.795563,0.7131282,-3.047818
Cotton,2019/12/27,-1.35,1.018402,0.4554506,-8.407938
Cotton,2020/1/3,8.790001,0.9155273,0.4094311,-0.5588293
Cotton,2020/1/10,13.78,3.207184,0.6789042,3.966349
Cotton,2020/1/17,-0.5300026,-0.0897827,1.134052,19.03996
Cotton,2020/1/24,-4.239998,-2.80896,2.220876,7.138223
Cotton,2020/1/31,-3.18,-2.969421,1.454847,-14.03927
Cotton,2020/2/7,2.360001,0.4431763,0.7559215,-15.58484
Cotton,2020/2/14,5.129997,-0.5384216,0.8231978,0.6399035
Cotton,2020/2/21,-3.419998,1.105347,0.7306696,10.72951
Cotton,2020/2/28,1.709999,-9.557831,1.467611,42.02677
Cotton,2020/3/6,-5.09,2.531342,1.767633,-33.69175
Cotton,2020/3/13,-6.119999,-4.074249,2.109922,43.14602
Cotton,2020/3/20,37.4,-9.557831,2.177891,4.15473
Cotton,2020/3/27,-13.6,-4.966675,2.267446,52.21299
Cotton,2020/4/3,-5.84,-0.7612915,4.621083,-15.07674
Cotton,2020/4/10,-17.4,7.140625,1.898697,-58.60693
Cotton,2020/4/17,12,-2.303192,1.676412,3.194696
Cotton,2020/4/24,3,7.047577,2.969235,19.83436
Cotton,2020/5/1,-4.280003,1.996216,2.486068,-3.47029
Cotton,2020/5/8,11.6,-1.899353,3.395905,-27.49349
Cotton,2020/5/15,2.899998,4.154236,1.869803,8.666891
Cotton,2020/5/22,-10.44,-1.196289,1.710972,-36.55593
Cotton,2020/5/29,2.900002,-0.0375977,0.9295117,29.78759
Cotton,2020/6/5,14.92,7.41214,2.261465,-7.936806
Cotton,2020/6/12,-28.91,-3.465485,0.6567728,-11.61169
Cotton,2020/6/19,-4.130001,1.007568,2.191893,14.84962
Cotton,2020/6/26,-7.669998,0.464386,1.059845,-9.689432
Cotton,2020/7/3,6.91,5.697021,1.364204,-9.897822
Cotton,2020/7/10,0.5999985,1.933716,0.6649153,-4.516977
Cotton,2020/7/17,-2.699999,-4.819611,1.075405,0.7265866
Cotton,2020/7/24,0.6000004,-0.5733643,1.247116,18.48987
Cotton,2020/7/31,-2.400002,1.074524,1.86267,18.37192
Cotton,2020/8/7,1.800001,-1.336212,2.426154,2.558339
Cotton,2020/8/14,0.3500004,0.3313599,1.298714,-43.45608
Cotton,2020/8/21,4.549999,1.623535,0.6822078,-8.944761
Cotton,2020/8/28,-1.75,1.090485,1.253174,2.764791
Cotton,2020/9/4,-5.57,-0.305481,0.861973,7.129759
