-1.069087807,-0.439962909,-0.024257698,-0.796180344,1.300469646,-0.493483026,0.127235204,0.775199212,-1.018964115,0.333178512,-0.176296446,-0.469555067,-0.195887285,0.509660082,-0.63495364,-0.512650666,1.023285533,-0.818766039,-0.40017957,0.402465778,0.728720036,1.652927919,-0.386069004
-0.282690716,0.040122353,1.860344423,0.958730068,-0.210388975,1.383738523,0.662851858,-3.30327883,-1.614272696,1.53741,-0.17656135,-0.029014173,0.396274573,0.161571401,-0.154134459,0.389533676,0.345507905,0.547314172,-0.669251309,0.277836356,-0.038240283,-0.18971866,-0.072929924
-1.899322169,-0.000671668,-2.141632411,0.60160779,-1.06297514,1.292304581,0.348024721,4.333597638,1.944288631,-1.797152002,-0.245148259,0.644735166,-0.324155563,-0.176287477,0.445987624,-0.463544894,-0.645432074,-0.577464516,0.269224563,-0.068931648,0.34583577,-0.521177362,0.070760869
0.131654454,0.262331011,0.495512445,-0.046904061,-0.270727901,0.384227314,-0.881191305,0.141407865,-2.768267512,-0.490796323,0.868635613,-0.538781169,0.328028884,0.610615702,0.308547179,-0.044467486,-0.490095008,0.452822453,-0.055679437,0.930044772,-0.623209444,-0.228555997,-0.253707025
0.261801171,-0.102703529,0.516284362,-0.323780763,-1.17802664,-0.026795144,0.468921013,0.26319165,2.683793162,-0.642110511,-0.506589093,0.318949627,0.446424987,-0.152793203,-0.074083717,-0.44324113,-0.926578697,-0.405040668,-0.10536032,0.437843814,0.042622319,-1.027576972,0.183695873
0.288702385,0.91640772,0.125414609,0.373006067,0.128298251,-0.079710869,-0.750724625,-1.147461564,0.255833206,-1.499859038,0.327121914,-0.973937144,-0.00485584,-0.554071563,-0.184679235,0.417369597,0.814758576,0.047243132,0.346864682,-0.7844118,-0.06643922,1.050907548,0.116153359
0.354232451,0.41472317,0.214014641,0.443270766,-0.66019722,-0.918511776,-1.143668737,0.962772794,0.53002159,0.237076907,-0.925788681,0.415261956,-0.671058978,0.306900727,0.117390288,-0.206133132,1.007726727,-0.520832298,0.30563134,0.186420354,-0.07167018,1.058320038,-1.172539878
0.493999004,-0.908814016,0.854312392,-0.973307211,0.455131189,-1.777153908,1.464067256,-0.061696109,-1.337991908,0.72281775,0.078701785,0.298594856,0.27608601,0.840187494,0.217674622,-0.30270234,-0.255101111,0.525554849,0.102281726,0.2735416,-0.277549555,-0.554772453,-0.380529094
0.299220064,-0.392011822,0.876514467,-1.395344347,0.329342806,0.192684614,1.533707993,0.728798748,0.16425044,-0.428009848,-0.645303604,0.359528417,-0.145389774,0.96463115,-0.004732443,-0.949189248,0.909459979,-0.58646673,-0.633320937,0.71344603,-0.855107909,0.839554979,-0.880106461
1.575947657,0.177030604,0.142385103,-0.653552443,0.531851653,0.061676229,0.165016976,0.081770257,-1.702404095,0.027147191,0.125708968,-0.200780456,0.115001857,0.142265141,0.157566471,-0.071394534,-0.174828997,-0.109386989,-0.015371442,0.027171273,0.656084633,0.021795992,0.014515347
-0.21514448,-0.158453136,0.314800306,0.315988853,-0.526594483,0.410986022,-0.237784279,-1.308579322,-0.334822799,1.131452351,0.083995653,-0.041912805,-0.189439814,-0.178524078,0.32656036,0.340571596,0.028786837,-0.461255969,0.206237337,0.117534744,0.168225139,-0.048495526,0.426617915
-0.022309227,-0.377721716,-1.318303365,0.507295629,-0.553728584,0.037988467,-1.035446547,0.528941131,0.786109624,0.789013779,0.265688006,-0.165655154,0.520444636,0.512725089,0.114891722,-0.45218572,-0.720082028,0.713752138,0.459220917,-0.08621301,-1.648019261,-0.567115992,0.080937494
1.798741525,-0.068481433,0.941371607,1.176838303,-1.787753233,0.523748776,0.162642973,0.226952441,0.074497072,0.326038051,-1.142562658,0.213671023,0.111081335,0.607703408,0.029683584,-0.653344417,-0.540816075,-0.184377828,0.097248868,0.118718004,1.395214885,0.864901834,-0.977083339
